Suburb,Address,Rooms,Type,Method,Date,Distance from CBD,Postcode,Bedroom2,Bathroom,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Landsize_winsorized,Price_winsorized,PricePerSquareMeter
Greenvale,65 Clare Bvd,4,house,S,27/05/2017,20.4,3059.0,4.0,2.0,Hume,-37.63958,144.90267,Northern Metropolitan,4864.0,633.0,730000.0,1153.2385466034755
Greenvale,69 Greenvale Dr,3,house,S,27/05/2017,20.4,3059.0,3.0,2.0,Hume,-37.64297,144.88796000000005,Northern Metropolitan,4864.0,711.0,770000.0,1082.9817158931082
Greenvale,12 Taormina St,3,house,VB,27/05/2017,20.4,3059.0,3.0,2.0,Hume,-37.62458,144.88546000000005,Northern Metropolitan,4864.0,392.0,550000.0,1403.061224489796
Hadfield,1 Mikado St,3,house,S,27/05/2017,11.2,3046.0,3.0,1.0,Moreland,-37.70569,144.94048,Northern Metropolitan,2606.0,700.0,870000.0,1242.857142857143
Hampton,68 Littlewood St,4,house,S,27/05/2017,13.8,3188.0,4.0,2.0,Bayside,-37.93571,145.00964,Southern Metropolitan,5454.0,630.0,2905000.0,4611.111111111111
Hampton,53 Teddington Rd,2,house,S,27/05/2017,13.8,3188.0,2.0,1.0,Bayside,-37.93594,145.0195,Southern Metropolitan,5454.0,765.0,1695000.0,2215.6862745098038
Hampton,28 The Avenue,4,house,SP,27/05/2017,13.8,3188.0,4.0,2.0,Bayside,-37.93167,145.00134,Southern Metropolitan,5454.0,726.0,2550000.0,3512.396694214876
Hampton Park,14 Tatterson St,3,house,S,27/05/2017,33.3,3976.0,3.0,2.0,Casey,-38.03378,145.2621,South-Eastern Metropolitan,8256.0,646.0,561000.0,868.421052631579
Hawthorn,3/199 Auburn Rd,2,unit,SP,27/05/2017,5.3,3122.0,2.0,1.0,Boroondara,-37.82676,145.04443999999995,Southern Metropolitan,11308.0,279.0,525000.0,1881.720430107527
Hawthorn,328 Barkers Rd,4,house,PI,27/05/2017,5.3,3122.0,4.0,2.0,Boroondara,-37.81557,145.04281,Southern Metropolitan,11308.0,750.0,2800000.0,3733.3333333333335
Hawthorn,36 Bell St,3,house,PI,27/05/2017,5.3,3122.0,3.0,1.0,Boroondara,-37.81816,145.03938,Southern Metropolitan,11308.0,271.0,1870000.0,6900.369003690037
Hawthorn,3 Churchill Gr,3,house,S,27/05/2017,5.3,3122.0,3.0,2.0,Boroondara,-37.81625,145.03789,Southern Metropolitan,11308.0,273.0,2402500.0,8800.3663003663
Hawthorn,56 Denham St,3,house,S,27/05/2017,5.3,3122.0,3.0,1.0,Boroondara,-37.81965,145.02366999999995,Southern Metropolitan,11308.0,261.0,1955000.0,7490.421455938697
Hawthorn,10 Edward St,3,house,SP,27/05/2017,5.3,3122.0,3.0,1.0,Boroondara,-37.81767,145.04041,Southern Metropolitan,11308.0,290.0,1702000.0,5868.9655172413795
Hawthorn,204/36 Lynch St,2,unit,VB,27/05/2017,5.3,3122.0,2.0,2.0,Boroondara,-37.8213,145.02913,Southern Metropolitan,11308.0,533.0,500000.0,938.0863039399625
Hawthorn,16 Marian St,4,house,S,27/05/2017,5.3,3122.0,4.0,2.0,Boroondara,-37.82785,145.03816,Southern Metropolitan,11308.0,446.0,3350000.0,7621.076233183857
Hawthorn,29 Oak St,4,house,S,27/05/2017,5.3,3122.0,4.0,2.0,Boroondara,-37.81396,145.01899,Southern Metropolitan,11308.0,595.0,3350000.0,6554.621848739495
Hawthorn,1/125 Riversdale Rd,2,unit,S,27/05/2017,5.3,3122.0,2.0,1.0,Boroondara,-37.82887,145.03676000000004,Southern Metropolitan,11308.0,533.0,697000.0,1307.6923076923076
Hawthorn East,8/772 Burwood Rd,2,unit,S,27/05/2017,6.2,3123.0,2.0,1.0,Boroondara,-37.82524,145.05568,Southern Metropolitan,6482.0,966.0,802500.0,830.7453416149068
Hawthorn East,6/20 Denmark Hill Rd,1,unit,S,27/05/2017,6.2,3123.0,1.0,1.0,Boroondara,-37.8327,145.05428,Southern Metropolitan,6482.0,533.0,441000.0,827.3921200750469
Hawthorn East,28 Mayston St,3,house,S,27/05/2017,6.2,3123.0,3.0,2.0,Boroondara,-37.82701,145.0541,Southern Metropolitan,6482.0,522.0,2680000.0,5134.099616858238
Hawthorn East,5/305 Riversdale Rd,2,unit,S,27/05/2017,6.2,3123.0,2.0,1.0,Boroondara,-37.83012,145.04751000000005,Southern Metropolitan,6482.0,1324.0,500000.0,377.64350453172204
Heidelberg,3/62 Darebin St,2,townhouse,S,27/05/2017,8.9,3084.0,2.0,1.0,Banyule,-37.75343,145.06328,Eastern Metropolitan,2890.0,154.0,738000.0,4792.207792207792
Heidelberg Heights,2/34 Bamfield Rd,3,townhouse,SA,27/05/2017,8.8,3081.0,3.0,2.0,Banyule,-37.74128,145.05607,Eastern Metropolitan,2947.0,192.0,715000.0,3723.9583333333335
Heidelberg Heights,31 Collins St,3,house,S,27/05/2017,8.8,3081.0,3.0,1.0,Banyule,-37.73752,145.05228,Eastern Metropolitan,2947.0,583.0,800000.0,1372.21269296741
Heidelberg Heights,49C Dresden St,2,townhouse,S,27/05/2017,8.8,3081.0,2.0,1.0,Banyule,-37.74931,145.05505,Eastern Metropolitan,2947.0,129.0,680000.0,5271.3178294573645
Heidelberg Heights,67 McEwan Rd,3,house,S,27/05/2017,8.8,3081.0,3.0,1.0,Banyule,-37.73658,145.05341,Eastern Metropolitan,2947.0,648.0,1010000.0,1558.641975308642
Heidelberg Heights,1/171 Waiora Rd,3,unit,VB,27/05/2017,8.8,3081.0,3.0,1.0,Banyule,-37.73426,145.05986,Eastern Metropolitan,2947.0,277.0,630000.0,2274.368231046931
Heidelberg West,312 Liberty Pde,3,house,S,27/05/2017,8.8,3081.0,3.0,1.0,Banyule,-37.73712,145.0369,Eastern Metropolitan,2674.0,377.0,605000.0,1604.7745358090185
Heidelberg West,314 Liberty Pde,3,house,S,27/05/2017,8.8,3081.0,3.0,1.0,Banyule,-37.73704,145.03697,Eastern Metropolitan,2674.0,429.0,580000.0,1351.981351981352
Heidelberg West,17/459 Waterdale Rd,2,unit,S,27/05/2017,8.8,3081.0,2.0,1.0,Banyule,-37.74432,145.04721,Eastern Metropolitan,2674.0,94.0,444000.0,4723.404255319149
Heidelberg West,581 Waterdale Rd,2,house,S,27/05/2017,8.8,3081.0,2.0,2.0,Banyule,-37.73549000000001,145.0487,Eastern Metropolitan,2674.0,220.0,532000.0,2418.181818181818
Highett,8 Sydenham St,3,house,S,27/05/2017,16.0,3190.0,3.0,2.0,Bayside,-37.95357,145.02651,Southern Metropolitan,4794.0,598.0,1600000.0,2675.5852842809363
Hillside,10 Chris Ct,4,house,S,27/05/2017,18.0,3037.0,4.0,2.0,Brimbank,-37.69655,144.75538,Western Metropolitan,5556.0,661.0,677000.0,1024.2057488653554
Hillside,10 View Ct,4,house,S,27/05/2017,18.0,3037.0,4.0,2.0,Melton,-37.68175,144.74087,Western Metropolitan,5556.0,704.0,737500.0,1047.5852272727273
Hoppers Crossing,138 Bellbridge Dr,3,house,SP,27/05/2017,18.4,3029.0,3.0,2.0,Wyndham,-37.86713,144.71086,Western Metropolitan,13830.0,530.0,520000.0,981.1320754716982
Hoppers Crossing,48 Branton Rd,3,house,S,27/05/2017,18.4,3029.0,3.0,2.0,Wyndham,-37.8765,144.69638,Western Metropolitan,13830.0,540.0,553100.0,1024.2592592592594
Hoppers Crossing,2 Dunk Ct,3,house,S,27/05/2017,18.4,3029.0,3.0,2.0,Wyndham,-37.86767,144.68409,Western Metropolitan,13830.0,435.0,418000.0,960.919540229885
Hoppers Crossing,9 Hawthorn Dr,3,house,S,27/05/2017,18.4,3029.0,3.0,1.0,Wyndham,-37.86658,144.71221,Western Metropolitan,13830.0,663.0,505000.0,761.6892911010558
Hoppers Crossing,8 Hayden St,3,house,S,27/05/2017,18.4,3029.0,3.0,1.0,Wyndham,-37.87711,144.68825,Western Metropolitan,13830.0,581.0,492000.0,846.815834767642
Hoppers Crossing,10 Kelwin Ct,4,house,VB,27/05/2017,18.4,3029.0,4.0,2.0,Wyndham,-37.87051,144.7141,Western Metropolitan,13830.0,800.0,680000.0,850.0
Hoppers Crossing,7 Lisa Ct,4,house,S,27/05/2017,18.4,3029.0,4.0,2.0,Wyndham,-37.85146,144.67109,Western Metropolitan,13830.0,546.0,472000.0,864.4688644688645
Hoppers Crossing,38 MacEdon St,3,house,S,27/05/2017,18.4,3029.0,3.0,1.0,Wyndham,-37.87016,144.70606,Western Metropolitan,13830.0,537.0,442500.0,824.022346368715
Hughesdale,1/7 Dalston Rd,3,unit,S,27/05/2017,12.3,3166.0,3.0,2.0,Monash,-37.89829,145.08141,Southern Metropolitan,3145.0,311.0,1203500.0,3869.774919614148
Hughesdale,198 Poath Rd,3,house,VB,27/05/2017,12.3,3166.0,3.0,1.0,Monash,-37.90192,145.0756,Southern Metropolitan,3145.0,603.0,1250000.0,2072.9684908789386
Ivanhoe,128 Green St,3,house,S,27/05/2017,7.8,3079.0,3.0,1.0,Banyule,-37.76353,145.02941,Eastern Metropolitan,5549.0,424.0,1475000.0,3478.7735849056603
Ivanhoe East,8 Carmichael St,3,house,S,27/05/2017,7.8,3079.0,3.0,1.0,Banyule,-37.77212,145.05813,Eastern Metropolitan,1554.0,617.0,1640000.0,2658.0226904376013
Jacana,7 Bessell Ct,3,house,S,27/05/2017,14.0,3047.0,3.0,1.0,Hume,-37.68825,144.91484,Northern Metropolitan,851.0,708.0,590500.0,834.0395480225989
Keilor,3 Gerona St,3,house,S,27/05/2017,14.5,3036.0,3.0,1.0,Brimbank,-37.7143,144.8315,Western Metropolitan,2339.0,589.0,895000.0,1519.5246179966043
Keilor Downs,43 Tarella Dr,4,house,S,27/05/2017,15.5,3038.0,4.0,2.0,Brimbank,-37.72394,144.8147,Western Metropolitan,3656.0,696.0,790000.0,1135.057471264368
Keilor East,5 Carey Ct,3,house,S,27/05/2017,11.7,3033.0,3.0,1.0,Moonee Valley,-37.7444,144.86123999999995,Western Metropolitan,5629.0,534.0,825000.0,1544.943820224719
Keilor East,10 Cecelia Dr,3,house,S,27/05/2017,11.7,3033.0,3.0,2.0,Moonee Valley,-37.74761,144.8521,Western Metropolitan,5629.0,546.0,806000.0,1476.1904761904761
Keilor East,92 Sterling Dr,4,house,S,27/05/2017,11.7,3033.0,4.0,2.0,Moonee Valley,-37.74083,144.85545,Western Metropolitan,5629.0,535.0,698000.0,1304.6728971962616
Keilor Park,55 Erebus St,3,house,S,27/05/2017,10.4,3042.0,3.0,2.0,Brimbank,-37.72203,144.85994,Western Metropolitan,1119.0,468.0,752500.0,1607.905982905983
Kensington,205/72 Altona St,1,unit,SP,27/05/2017,3.4,3031.0,1.0,1.0,Melbourne,-37.79741,144.92614,Northern Metropolitan,5263.0,533.0,400000.0,750.46904315197
Kensington,2 Smith St,1,townhouse,S,27/05/2017,3.4,3031.0,1.0,1.0,Melbourne,-37.7914,144.93076000000005,Northern Metropolitan,5263.0,91.0,715000.0,7857.142857142857
Kew,29 Denmark St,3,house,SP,27/05/2017,5.4,3101.0,3.0,1.0,Boroondara,-37.81176,145.02807,Southern Metropolitan,10331.0,257.0,1300000.0,5058.365758754864
Kew,4/863 Glenferrie Rd,3,unit,S,27/05/2017,5.4,3101.0,3.0,1.0,Boroondara,-37.81207,145.0371,Southern Metropolitan,10331.0,1096.0,660000.0,602.1897810218978
Kew,35 Thornton St,4,house,PI,27/05/2017,5.4,3101.0,4.0,3.0,Boroondara,-37.80719000000001,145.02248,Southern Metropolitan,10331.0,638.0,2425000.0,3800.9404388714734
Kew,1/125 Walpole St,2,townhouse,S,27/05/2017,5.4,3101.0,2.0,1.0,Boroondara,-37.79438,145.03368999999995,Southern Metropolitan,10331.0,193.0,825000.0,4274.611398963731
Kew,6/62 Walpole St,2,unit,S,27/05/2017,5.4,3101.0,2.0,1.0,Boroondara,-37.80154,145.03258,Southern Metropolitan,10331.0,533.0,682000.0,1279.5497185741087
Kew,4 Weir St,5,house,S,27/05/2017,5.4,3101.0,5.0,2.0,Boroondara,-37.80469,145.05213,Southern Metropolitan,10331.0,842.0,3200500.0,3801.0688836104514
Kew,117A Willsmere Rd,3,house,PI,27/05/2017,5.4,3101.0,3.0,2.0,Boroondara,-37.7948,145.0364,Southern Metropolitan,10331.0,200.0,1110000.0,5550.0
Kew East,9 Hartwood St,4,house,S,27/05/2017,7.3,3102.0,4.0,1.0,Boroondara,-37.79702,145.05352,Southern Metropolitan,2671.0,836.0,2258000.0,2700.956937799043
Kew East,84 Westbrook St,3,house,VB,27/05/2017,7.3,3102.0,3.0,3.0,Boroondara,-37.7927,145.05348999999995,Southern Metropolitan,2671.0,204.0,1650000.0,8088.235294117647
Keysborough,19 The Strand,4,house,S,27/05/2017,25.2,3173.0,4.0,2.0,Greater Dandenong,-38.00512,145.14935,South-Eastern Metropolitan,8459.0,560.0,1250000.0,2232.1428571428573
Kings Park,13 Camelia St,5,house,SP,27/05/2017,14.0,3021.0,5.0,2.0,Brimbank,-37.7323,144.77861,Western Metropolitan,2878.0,545.0,520000.0,954.1284403669724
Knoxfield,8 Markhill Pl,4,house,S,27/05/2017,23.3,3180.0,4.0,2.0,Knox,-37.87695,145.2547,Eastern Metropolitan,2949.0,900.0,1218000.0,1353.3333333333333
Knoxfield,8 Mistletoe Cl,4,house,S,27/05/2017,23.3,3180.0,4.0,2.0,Knox,-37.88308,145.24953,Eastern Metropolitan,2949.0,620.0,1010000.0,1629.032258064516
Lalor,3/103 Cyprus St,2,unit,S,27/05/2017,16.3,3075.0,2.0,1.0,Whittlesea,-37.67527000000001,145.02775,Northern Metropolitan,8279.0,138.0,383000.0,2775.3623188405795
Lalor,1 Kent Rd,3,house,S,27/05/2017,16.3,3075.0,3.0,2.0,Whittlesea,-37.67323,145.03976,Northern Metropolitan,8279.0,534.0,600000.0,1123.5955056179776
Lalor,61 McKimmies Rd,3,house,S,27/05/2017,16.3,3075.0,3.0,1.0,Whittlesea,-37.67605,145.03956000000005,Northern Metropolitan,8279.0,533.0,487000.0,913.6960600375235
Lalor,13 Rosemary Dr,3,house,S,27/05/2017,16.3,3075.0,3.0,1.0,Whittlesea,-37.6591,145.00548999999995,Northern Metropolitan,8279.0,640.0,572000.0,893.75
Lower Plenty,4/38 Alma St,2,unit,PI,27/05/2017,14.6,3093.0,2.0,2.0,Banyule,-37.72473,145.11657,Eastern Metropolitan,1624.0,248.0,650000.0,2620.967741935484
Maidstone,1 Gilda St,3,house,S,27/05/2017,6.4,3012.0,3.0,1.0,Maribyrnong,-37.78867,144.87397,Western Metropolitan,3873.0,417.0,793000.0,1901.6786570743404
Malvern,10 Horace St,4,house,PI,27/05/2017,5.9,3144.0,4.0,2.0,Stonnington,-37.863,145.03946000000005,Southern Metropolitan,4675.0,510.0,2775000.0,5441.176470588235
Malvern,13 Nicholls St,3,house,PI,27/05/2017,5.9,3144.0,3.0,2.0,Stonnington,-37.86162,145.03065,Southern Metropolitan,4675.0,312.0,1700000.0,5448.717948717948
Malvern East,3/1 Grant St,3,townhouse,S,27/05/2017,8.4,3145.0,3.0,1.0,Stonnington,-37.87107,145.04991,Southern Metropolitan,8801.0,206.0,1060000.0,5145.631067961165
Malvern East,76 Manning Rd,4,house,S,27/05/2017,8.4,3145.0,4.0,2.0,Stonnington,-37.87391,145.05562,Southern Metropolitan,8801.0,589.0,2400000.0,4074.702886247878
Maribyrnong,21/9 Fabian Ct,2,unit,S,27/05/2017,4.3,3032.0,2.0,1.0,Maribyrnong,-37.77323,144.89268,Western Metropolitan,4918.0,81.0,530000.0,6543.20987654321
Maribyrnong,107 Gatehouse Pl,2,unit,SP,27/05/2017,4.3,3032.0,2.0,1.0,Maribyrnong,-37.77296,144.88057,Western Metropolitan,4918.0,533.0,450000.0,844.2776735459662
Maribyrnong,22 The Grand,4,house,SP,27/05/2017,4.3,3032.0,4.0,2.0,Maribyrnong,-37.7839,144.89431000000005,Western Metropolitan,4918.0,251.0,1510500.0,6017.92828685259
McKinnon,77 Nicholson St,2,house,SP,27/05/2017,11.4,3204.0,2.0,1.0,Glen Eira,-37.91304,145.0373,Southern Metropolitan,2397.0,368.0,1250000.0,3396.7391304347825
McKinnon,75 Wright St,5,house,S,27/05/2017,11.4,3204.0,5.0,2.0,Glen Eira,-37.91074,145.03068000000005,Southern Metropolitan,2397.0,904.0,2300000.0,2544.2477876106195
Melbourne,1814/250 Elizabeth St,2,unit,S,27/05/2017,0.0,3000.0,2.0,1.0,Melbourne,-37.81267,144.96273,Northern Metropolitan,17496.0,533.0,720000.0,1350.844277673546
Melton,14 Musk Ct,3,house,SP,27/05/2017,31.7,3337.0,3.0,1.0,Melton,-37.68734,144.58001000000004,Western Victoria,3600.0,600.0,300000.0,491.6666666666667
Melton South,3 Francis St,4,house,S,27/05/2017,29.8,3338.0,4.0,2.0,Melton,-37.69392,144.57468,Western Victoria,4718.0,587.0,347500.0,591.9931856899489
Melton West,3 Becker Cl,3,house,S,27/05/2017,31.7,3337.0,3.0,2.0,Melton,-37.68052,144.55106,Northern Victoria,6065.0,740.0,410000.0,554.0540540540541
Mentone,5A Elizabeth St,3,townhouse,S,27/05/2017,20.0,3194.0,3.0,1.0,Kingston,-37.98009,145.06118,South-Eastern Metropolitan,6162.0,309.0,1010000.0,3268.608414239482
Mentone,1 Rogers St,5,house,S,27/05/2017,20.0,3194.0,5.0,2.0,Kingston,-37.98439000000001,145.06812,South-Eastern Metropolitan,6162.0,720.0,1485000.0,2062.5
Middle Park,89 Armstrong St,3,house,PI,27/05/2017,3.0,3206.0,3.0,2.0,Port Phillip,-37.85327,144.96223,Southern Metropolitan,2019.0,411.0,3350000.0,9124.087591240876
Middle Park,150 Page St,3,house,VB,27/05/2017,3.0,3206.0,3.0,2.0,Port Phillip,-37.84962,144.95856,Southern Metropolitan,2019.0,138.0,1750000.0,12681.159420289856
Mill Park,3/84 Mill Park Dr,2,townhouse,S,27/05/2017,17.9,3082.0,2.0,1.0,Whittlesea,-37.67761,145.06132,Northern Metropolitan,10529.0,114.0,480750.0,4217.105263157895
Mill Park,17 Winter Ct,5,house,SP,27/05/2017,17.9,3082.0,5.0,2.0,Whittlesea,-37.66936,145.05413,Northern Metropolitan,10529.0,574.0,725000.0,1263.0662020905922
Mitcham,5a Compton St,2,unit,S,27/05/2017,17.2,3132.0,2.0,1.0,Whitehorse,-37.80574,145.18832,Eastern Metropolitan,6871.0,300.0,695000.0,2316.6666666666665
Mitcham,27 Forster St,2,house,S,27/05/2017,17.2,3132.0,2.0,1.0,Whitehorse,-37.81906,145.21253000000004,Eastern Metropolitan,6871.0,446.0,655000.0,1468.6098654708521
Mitcham,1/39 Harrison St,3,unit,SP,27/05/2017,17.2,3132.0,3.0,1.0,Whitehorse,-37.8135,145.19972,Eastern Metropolitan,6871.0,208.0,775000.0,3725.9615384615386
Mitcham,1/10 Owen St,3,unit,VB,27/05/2017,17.2,3132.0,3.0,1.0,Whitehorse,-37.82596,145.1872,Eastern Metropolitan,6871.0,439.0,820000.0,1867.8815489749431
Mitcham,10 Sunninghill Ct,4,house,S,27/05/2017,17.2,3132.0,4.0,2.0,Whitehorse,-37.80601,145.20106,Eastern Metropolitan,6871.0,708.0,990000.0,1398.3050847457628
Mitcham,14 Victory St,2,house,S,27/05/2017,17.2,3132.0,2.0,1.0,Whitehorse,-37.81808,145.2057,Eastern Metropolitan,6871.0,697.0,883000.0,1266.857962697274
Mont Albert,72 Zetland Rd,4,house,S,27/05/2017,10.2,3127.0,4.0,2.0,Whitehorse,-37.81788,145.11453999999995,Eastern Metropolitan,2079.0,420.0,1462000.0,3480.9523809523807
Montmorency,12 Aanensen Ct,3,house,S,27/05/2017,16.2,3094.0,3.0,2.0,Banyule,-37.72096,145.12948,Eastern Metropolitan,3891.0,842.0,1130000.0,1342.042755344418
Montmorency,3/50 Airlie Rd,3,townhouse,S,27/05/2017,16.2,3094.0,3.0,2.0,Banyule,-37.72331,145.11909,Eastern Metropolitan,3891.0,397.0,960000.0,2418.1360201511334
Montmorency,30 Astley St,4,house,S,27/05/2017,16.2,3094.0,4.0,2.0,Banyule,-37.72082,145.12027,Eastern Metropolitan,3891.0,973.0,1050000.0,1079.136690647482
Montmorency,35 Astley St,3,house,S,27/05/2017,16.2,3094.0,3.0,1.0,Banyule,-37.72089,145.11987,Eastern Metropolitan,3891.0,575.0,900000.0,1565.2173913043478
Montmorency,21 Beattie St,3,house,S,27/05/2017,16.2,3094.0,3.0,1.0,Banyule,-37.71665,145.11682,Eastern Metropolitan,3891.0,396.0,806000.0,2035.3535353535353
Montmorency,19 Davey Rd,3,house,S,27/05/2017,16.2,3094.0,3.0,2.0,Banyule,-37.71541,145.11666,Eastern Metropolitan,3891.0,1125.0,1160000.0,1031.111111111111
Montmorency,50 Kirwana Gr,3,house,PI,27/05/2017,16.2,3094.0,3.0,1.0,Banyule,-37.72588,145.13443,Eastern Metropolitan,3891.0,615.0,700000.0,1138.2113821138212
Montmorency,17 Virginia Ct,4,house,S,27/05/2017,16.2,3094.0,4.0,3.0,Banyule,-37.71871,145.13558999999995,Eastern Metropolitan,3891.0,701.0,980000.0,1398.002853067047
Mount Waverley,2/4 Clovelly Ct,4,townhouse,S,27/05/2017,14.2,3149.0,4.0,2.0,Monash,-37.86463,145.14283999999995,Eastern Metropolitan,13366.0,243.0,1250800.0,5147.325102880658
Mount Waverley,14 Gloucester St,4,house,S,27/05/2017,14.2,3149.0,4.0,3.0,Monash,-37.85896,145.11484,Eastern Metropolitan,13366.0,768.0,1327000.0,1727.8645833333333
Mount Waverley,1/2 Gwynne St,2,unit,S,27/05/2017,14.2,3149.0,2.0,1.0,Monash,-37.87128,145.13051000000004,Eastern Metropolitan,13366.0,296.0,670000.0,2263.5135135135133
Mount Waverley,3 Rowan Ct,3,house,S,27/05/2017,14.2,3149.0,3.0,1.0,Monash,-37.88569,145.1438,Eastern Metropolitan,13366.0,1321.0,1615000.0,1222.558667676003
Mount Waverley,14 Wadham Pde,4,house,S,27/05/2017,14.2,3149.0,4.0,3.0,Monash,-37.87118,145.12478000000004,Eastern Metropolitan,13366.0,668.0,1400000.0,2095.808383233533
Mount Waverley,4/1 Winbourne Rd,2,unit,S,27/05/2017,14.2,3149.0,2.0,1.0,Monash,-37.87677,145.11961000000005,Eastern Metropolitan,13366.0,190.0,620000.0,3263.157894736842
Mulgrave,16 Morawa Dr,3,house,S,27/05/2017,18.8,3170.0,3.0,2.0,Monash,-37.92783,145.19685,South-Eastern Metropolitan,7113.0,324.0,800000.0,2469.135802469136
Murrumbeena,217 Murrumbeena Rd,4,house,S,27/05/2017,10.1,3163.0,4.0,2.0,Glen Eira,-37.90017,145.06435,Southern Metropolitan,4442.0,589.0,1540000.0,2614.6010186757217
Murrumbeena,7/502 Neerim Rd,1,townhouse,S,27/05/2017,10.1,3163.0,1.0,1.0,Glen Eira,-37.89018,145.06865,Southern Metropolitan,4442.0,533.0,470000.0,881.8011257035647
Murrumbeena,9b Stewart St,3,unit,S,27/05/2017,10.1,3163.0,3.0,2.0,Glen Eira,-37.89706,145.07483,Southern Metropolitan,4442.0,441.0,1160000.0,2630.3854875283446
Niddrie,1/27 Pearl St,3,townhouse,SP,27/05/2017,10.4,3042.0,3.0,1.0,Moonee Valley,-37.74731,144.88826,Western Metropolitan,2291.0,178.0,715000.0,4016.85393258427
Niddrie,35 Spring St,4,house,S,27/05/2017,10.4,3042.0,4.0,2.0,Moonee Valley,-37.73327000000001,144.87482,Western Metropolitan,2291.0,650.0,1010000.0,1553.8461538461538
Niddrie,13 The Avenue,3,house,S,27/05/2017,10.4,3042.0,3.0,1.0,Moonee Valley,-37.73521,144.87708999999995,Western Metropolitan,2291.0,577.0,980000.0,1698.4402079722704
Noble Park,26 Forster St,3,house,S,27/05/2017,22.7,3174.0,3.0,1.0,Greater Dandenong,-37.96015,145.16618,South-Eastern Metropolitan,11806.0,695.0,730000.0,1050.3597122302158
Noble Park,6 Helen Ct,3,house,SP,27/05/2017,22.7,3174.0,3.0,1.0,Greater Dandenong,-37.96968,145.16832,South-Eastern Metropolitan,11806.0,587.0,676000.0,1151.618398637138
Noble Park,13 Mather Rd,4,house,S,27/05/2017,22.7,3174.0,4.0,2.0,Greater Dandenong,-37.97412,145.18022,South-Eastern Metropolitan,11806.0,702.0,805000.0,1146.7236467236467
Noble Park,25 Moodemere St,3,house,S,27/05/2017,22.7,3174.0,3.0,1.0,Greater Dandenong,-37.97712,145.17516,South-Eastern Metropolitan,11806.0,818.0,802000.0,980.440097799511
North Melbourne,72 Curzon St,2,house,SP,27/05/2017,1.8,3051.0,2.0,1.0,Melbourne,-37.80248,144.94846,Northern Metropolitan,6821.0,114.0,1126000.0,9877.192982456141
North Melbourne,363 Dryburgh St,4,house,S,27/05/2017,1.8,3051.0,4.0,2.0,Melbourne,-37.79722,144.94423999999995,Northern Metropolitan,6821.0,149.0,1746000.0,11718.120805369128
North Melbourne,4/8 Falshaws La,2,unit,S,27/05/2017,1.8,3051.0,2.0,1.0,Melbourne,-37.79999,144.94961,Northern Metropolitan,6821.0,533.0,799000.0,1499.06191369606
North Melbourne,357 Flemington Rd,3,house,PI,27/05/2017,1.8,3051.0,3.0,1.0,Melbourne,-37.79074,144.94324,Northern Metropolitan,6821.0,170.0,1285000.0,7558.823529411765
Northcote,205 Clarke St,3,house,S,27/05/2017,5.3,3070.0,3.0,1.0,Darebin,-37.77664,144.99902,Northern Metropolitan,11364.0,326.0,1512000.0,4638.036809815951
Northcote,24 Henry St,4,house,S,27/05/2017,5.3,3070.0,4.0,1.0,Darebin,-37.77294000000001,144.9957,Northern Metropolitan,11364.0,566.0,2042000.0,3607.773851590106
Northcote,16 Thomson St,2,house,S,27/05/2017,5.3,3070.0,2.0,1.0,Darebin,-37.78015,145.00777,Northern Metropolitan,11364.0,234.0,1260000.0,5384.615384615385
Northcote,38 Whalley St,4,house,PI,27/05/2017,5.3,3070.0,4.0,3.0,Darebin,-37.76969,145.00718,Northern Metropolitan,11364.0,423.0,1650000.0,3900.709219858156
Nunawading,3/7 Lilian St,3,townhouse,S,27/05/2017,15.4,3131.0,3.0,3.0,Whitehorse,-37.82704,145.16801,Eastern Metropolitan,4973.0,338.0,1235000.0,3653.846153846154
Nunawading,23 Morden Ct,4,house,S,27/05/2017,15.4,3131.0,4.0,2.0,Whitehorse,-37.82603,145.1721,Eastern Metropolitan,4973.0,746.0,1570000.0,2104.55764075067
Nunawading,2/324 Springfield Rd,3,unit,S,27/05/2017,15.4,3131.0,3.0,2.0,Whitehorse,-37.81359000000001,145.17574,Eastern Metropolitan,4973.0,239.0,777000.0,3251.0460251046024
Oak Park,12 Jessie St,3,house,S,27/05/2017,11.2,3046.0,3.0,1.0,Moreland,-37.71579000000001,144.92231,Northern Metropolitan,2651.0,699.0,972000.0,1390.5579399141632
Oakleigh,17 John St,2,house,S,27/05/2017,12.3,3166.0,2.0,1.0,Monash,-37.90193,145.10107,Southern Metropolitan,3224.0,567.0,1225000.0,2160.4938271604938
Oakleigh East,16 Leumear St,3,house,S,27/05/2017,12.3,3166.0,3.0,1.0,Monash,-37.90295,145.11938999999995,Southern Metropolitan,2547.0,716.0,1292000.0,1804.4692737430169
Oakleigh East,2/83 Patrick St,4,townhouse,S,27/05/2017,12.3,3166.0,4.0,2.0,Monash,-37.90822,145.12036,Southern Metropolitan,2547.0,344.0,912000.0,2651.1627906976746
Ormond,11 Newham Gr,4,house,PI,27/05/2017,11.4,3204.0,4.0,3.0,Glen Eira,-37.90087,145.03959,Southern Metropolitan,3578.0,719.0,1565000.0,2176.63421418637
